year,codest,codmun,enrolled,daycare_pop,ratio
2000,25,251090,63,795,0.07924528301886792
2004,25,251090,33,803,0.0410958904109589
2008,25,251090,32,759,0.04216073781291173
2012,25,251090,77,663,0.11613876319758673
2000,25,251100,16,297,0.05387205387205387
2004,25,251100,70,301,0.23255813953488372
2008,25,251100,77,300,0.25666666666666665
2012,25,251100,78,210,0.37142857142857144
2000,25,251110,85,480,0.17708333333333334
2004,25,251110,98,480,0.20416666666666666
2008,25,251110,121,487,0.24845995893223818
2012,25,251110,152,458,0.3318777292576419
2000,25,251120,130,2325,0.05591397849462366
2004,25,251120,140,2337,0.0599058622165169
2008,25,251120,44,2244,0.0196078431372549
2012,25,251120,44,1836,0.023965141612200435
2000,25,251130,211,1005,0.2099502487562189
2004,25,251130,157,976,0.16086065573770492
2008,25,251130,151,1024,0.1474609375
2012,25,251130,153,863,0.1772885283893395
2000,25,251140,46,1540,0.02987012987012987
2004,25,251140,50,1591,0.03142677561282212
2008,25,251140,106,1534,0.06910039113428944
2012,25,251140,149,1078,0.13821892393320964
2000,25,251150,0,875,0.0
2004,25,251150,90,901,0.09988901220865705
2008,25,251150,89,913,0.09748083242059145
2012,25,251150,87,726,0.11983471074380166
2000,25,251160,0,684,0.0
2004,25,251160,0,680,0.0
2008,25,251160,73,625,0.1168
2012,25,251160,79,529,0.14933837429111532
2000,25,251170,50,457,0.10940919037199125
2004,25,251170,35,457,0.07658643326039387
2008,25,251170,30,469,0.06396588486140725
2012,25,251170,39,322,0.12111801242236025
2000,25,251180,10,824,0.012135922330097087
2004,25,251180,14,820,0.01707317073170732
2008,25,251180,91,822,0.11070559610705596
2012,25,251180,59,685,0.08613138686131387
2000,25,251190,0,1335,0.0
2004,25,251190,0,1510,0.0
2008,25,251190,129,1416,0.09110169491525423
2012,25,251190,117,1400,0.08357142857142857
2000,25,251200,19,1199,0.0158465387823186
2004,25,251200,23,1211,0.018992568125516102
2008,25,251200,28,1214,0.023064250411861616
2012,25,251200,83,1305,0.06360153256704981
2000,25,251203,15,339,0.04424778761061947
2004,25,251203,10,356,0.028089887640449437
2008,25,251203,38,355,0.10704225352112676
2012,25,251203,145,279,0.5197132616487455
2000,25,251207,0,212,0.0
2004,25,251207,0,198,0.0
2008,25,251207,81,237,0.34177215189873417
2012,25,251207,71,211,0.33649289099526064
2000,25,251210,113,2198,0.05141037306642402
2004,25,251210,117,2246,0.05209260908281389
2008,25,251210,157,1948,0.08059548254620123
2012,25,251210,325,1740,0.1867816091954023
2000,25,251220,0,236,0.0
2004,25,251220,39,240,0.1625
2008,25,251220,60,257,0.23346303501945526
2012,25,251220,59,258,0.22868217054263565
2000,25,251230,149,1442,0.10332871012482663
2004,25,251230,561,1481,0.3787981093855503
2008,25,251230,179,1515,0.11815181518151815
2012,25,251230,232,1464,0.15846994535519127
2000,25,251240,0,935,0.0
2004,25,251240,0,947,0.0
2008,25,251240,0,950,0.0
2012,25,251240,0,926,0.0
2000,25,251250,70,3024,0.023148148148148147
2004,25,251250,237,3142,0.07542966263526417
2008,25,251250,251,3151,0.07965725166613774
2012,25,251250,190,2597,0.07316134000770119
2000,25,251260,10,114,0.08771929824561403
2004,25,251260,0,102,0.0
2008,25,251260,0,105,0.0
2012,25,251260,34,122,0.2786885245901639
2000,25,251270,68,1174,0.05792163543441227
2004,25,251270,81,1166,0.06946826758147513
2008,25,251270,143,1252,0.11421725239616613
2012,25,251270,227,1235,0.18380566801619433
2000,25,251272,0,439,0.0
2004,25,251272,0,443,0.0
2008,25,251272,52,496,0.10483870967741936
2012,25,251272,34,417,0.0815347721822542
2000,25,251274,109,245,0.4448979591836735
2004,25,251274,123,257,0.4785992217898833
2008,25,251274,79,304,0.2598684210526316
2012,25,251274,87,226,0.38495575221238937
2000,25,251275,0,326,0.0
2004,25,251275,0,331,0.0
2008,25,251275,0,327,0.0
2012,25,251275,0,245,0.0
2000,25,251276,0,267,0.0
2004,25,251276,0,297,0.0
2008,25,251276,0,302,0.0
2012,25,251276,0,240,0.0
2000,25,251278,0,118,0.0
2004,25,251278,0,122,0.0
2008,25,251278,0,119,0.0
2012,25,251278,55,133,0.41353383458646614
2000,25,251280,0,593,0.0
2004,25,251280,78,551,0.14156079854809436
2008,25,251280,0,554,0.0
2012,25,251280,0,498,0.0
2000,25,251290,63,1702,0.03701527614571093
2004,25,251290,77,1721,0.04474142940151075
2008,25,251290,84,1640,0.05121951219512195
2012,25,251290,352,1427,0.24667133847231956
2000,25,251300,25,232,0.10775862068965517
2004,25,251300,24,236,0.1016949152542373
2008,25,251300,20,268,0.07462686567164178
2012,25,251300,73,270,0.27037037037037037
2000,25,251310,179,880,0.2034090909090909
2004,25,251310,0,866,0.0
2008,25,251310,91,883,0.10305775764439411
2012,25,251310,301,700,0.43
2000,25,251315,0,672,0.0
2004,25,251315,0,663,0.0
2008,25,251315,0,691,0.0
2012,25,251315,51,439,0.11617312072892938
2000,25,251320,70,355,0.19718309859154928
2004,25,251320,94,334,0.281437125748503
2008,25,251320,57,348,0.16379310344827586
2012,25,251320,91,368,0.24728260869565216
2000,25,251330,0,439,0.0
2004,25,251330,19,439,0.04328018223234624
2008,25,251330,22,422,0.052132701421800945
2012,25,251330,89,308,0.288961038961039
2000,25,251335,24,292,0.0821917808219178
2004,25,251335,19,275,0.06909090909090909
2008,25,251335,42,290,0.14482758620689656
2012,25,251335,37,229,0.1615720524017467
2000,25,251340,37,1010,0.03663366336633663
2004,25,251340,38,1038,0.036608863198458574
2008,25,251340,98,951,0.10304942166140904
2012,25,251340,190,807,0.23543990086741015
2000,25,251350,35,488,0.07172131147540983
2004,25,251350,31,464,0.0668103448275862
2008,25,251350,50,459,0.10893246187363835
2012,25,251350,40,329,0.12158054711246201
2000,25,251360,21,550,0.038181818181818185
2004,25,251360,12,546,0.02197802197802198
2008,25,251360,78,537,0.1452513966480447
2012,25,251360,39,411,0.0948905109489051
2000,25,251365,71,182,0.3901098901098901
2004,25,251365,32,183,0.17486338797814208
2008,25,251365,23,181,0.1270718232044199
2012,25,251365,121,143,0.8461538461538461
2000,25,251370,509,9930,0.051258811681772404
2004,25,251370,720,10674,0.06745362563237774
2008,25,251370,1044,9349,0.11166969729382821
2012,25,251370,1202,7947,0.15125204479677865
2000,25,251380,31,385,0.08051948051948052
2004,25,251380,47,378,0.12433862433862433
2008,25,251380,45,352,0.1278409090909091
2012,25,251380,73,236,0.3093220338983051
2000,25,251385,25,165,0.15151515151515152
2004,25,251385,40,161,0.2484472049689441
2008,25,251385,44,150,0.29333333333333333
2012,25,251385,62,138,0.4492753623188406
2000,25,251390,30,2234,0.01342882721575649
2004,25,251390,104,2394,0.04344193817878028
2008,25,251390,70,2197,0.03186162949476559
2012,25,251390,218,2036,0.10707269155206287
2000,25,251392,72,226,0.3185840707964602
2004,25,251392,44,236,0.1864406779661017
2008,25,251392,113,244,0.46311475409836067
2012,25,251392,70,258,0.2713178294573643
2000,25,251394,0,155,0.0
2004,25,251394,0,165,0.0
2008,25,251394,0,164,0.0
2012,25,251394,0,132,0.0
2000,25,251396,26,163,0.15950920245398773
2004,25,251396,42,150,0.28
2008,25,251396,28,177,0.15819209039548024
2012,25,251396,34,144,0.2361111111111111
2000,25,251398,25,186,0.13440860215053763
2004,25,251398,31,190,0.1631578947368421
2008,25,251398,96,178,0.5393258426966292
2012,25,251398,33,159,0.20754716981132076
2000,25,251400,37,308,0.12012987012987013
2004,25,251400,29,315,0.09206349206349207
2008,25,251400,38,288,0.13194444444444445
2012,25,251400,51,225,0.22666666666666666
2000,25,251410,0,413,0.0
2004,25,251410,26,425,0.0611764705882353
2008,25,251410,52,391,0.1329923273657289
2012,25,251410,62,310,0.2
2000,25,251420,50,460,0.10869565217391304
2004,25,251420,0,448,0.0
2008,25,251420,0,513,0.0
2012,25,251420,0,471,0.0
2000,25,251430,0,532,0.0
2004,25,251430,0,547,0.0
2008,25,251430,78,583,0.13379073756432247
2012,25,251430,64,418,0.15311004784688995
2000,25,251440,41,329,0.12462006079027356
2004,25,251440,39,307,0.1270358306188925
2008,25,251440,33,328,0.10060975609756098
2012,25,251440,57,298,0.1912751677852349
2000,25,251445,0,440,0.0
2004,25,251445,0,444,0.0
2008,25,251445,0,482,0.0
2012,25,251445,0,383,0.0
2000,25,251450,23,1417,0.016231474947071278
2004,25,251450,30,1425,0.021052631578947368
2008,25,251450,36,1427,0.025227750525578137
2012,25,251450,40,1140,0.03508771929824561
2000,25,251455,0,406,0.0
2004,25,251455,0,396,0.0
2008,25,251455,0,380,0.0
2012,25,251455,0,233,0.0
2000,25,251460,0,209,0.0
2004,25,251460,22,209,0.10526315789473684
2008,25,251460,84,239,0.3514644351464435
2012,25,251460,37,200,185
2000,25,251465,58,125,464
2004,25,251465,38,125,304
2008,25,251465,49,136,0.3602941176470588
2012,25,251465,52,105,0.49523809523809526
2000,25,251470,0,290,0.0
2004,25,251470,35,286,0.12237762237762238
2008,25,251470,36,268,0.13432835820895522
2012,25,251470,34,215,0.15813953488372093
2000,25,251480,0,295,0.0
2004,25,251480,0,277,0.0
2008,25,251480,0,284,0.0
2012,25,251480,0,222,0.0
2000,25,251490,48,528,0.09090909090909091
2004,25,251490,88,516,0.17054263565891473
2008,25,251490,265,465,0.5698924731182796
2012,25,251490,218,433,0.5034642032332564
2000,25,251500,0,513,0.0
2004,25,251500,0,540,0.0
2008,25,251500,50,523,0.09560229445506692
2012,25,251500,59,487,0.12114989733059549
2000,25,251510,0,798,0.0
2004,25,251510,0,838,0.0
2008,25,251510,0,806,0.0
2012,25,251510,18,675,0.02666666666666667
2000,25,251520,28,191,0.14659685863874344
2004,25,251520,45,195,0.23076923076923078
2008,25,251520,47,192,0.24479166666666666
2012,25,251520,75,217,0.3456221198156682
2000,25,251530,53,3795,0.01396574440052701
2004,25,251530,52,3790,0.013720316622691292
2008,25,251530,247,3516,0.07025028441410694
2012,25,251530,310,3059,0.10134030728996404
2000,25,251540,28,880,0.031818181818181815
2004,25,251540,96,928,0.10344827586206896
2008,25,251540,113,947,0.11932418162618796
2012,25,251540,107,698,0.15329512893982808
2000,25,251550,20,753,0.02656042496679947
2004,25,251550,79,749,0.1054739652870494
2008,25,251550,36,741,0.048582995951417005
2012,25,251550,69,743,0.09286675639300135
2000,25,251560,80,259,0.3088803088803089
2004,25,251560,60,251,0.23904382470119523
2008,25,251560,12,240,0.05
2012,25,251560,23,190,0.12105263157894737
2000,25,251570,29,218,0.13302752293577982
2004,25,251570,0,226,0.0
2008,25,251570,97,249,0.3895582329317269
2012,25,251570,0,192,0.0
2000,25,251580,0,579,0.0
2004,25,251580,0,579,0.0
2008,25,251580,27,585,0.046153846153846156
2012,25,251580,34,403,0.08436724565756824
2000,25,251590,27,580,0.04655172413793104
2004,25,251590,18,478,0.03765690376569038
2008,25,251590,22,574,0.03832752613240418
2012,25,251590,12,417,0.02877697841726619
2000,25,251593,0,252,0.0
2004,25,251593,38,278,0.1366906474820144
2008,25,251593,44,298,0.1476510067114094
2012,25,251593,59,252,0.23412698412698413
2000,25,251597,0,532,0.0
2004,25,251597,0,509,0.0
2008,25,251597,28,541,0.051756007393715345
2012,25,251597,36,469,0.0767590618336887
2000,25,251600,25,2416,0.010347682119205299
2004,25,251600,82,2459,0.03334688897925986
2008,25,251600,58,2050,0.02829268292682927
2012,25,251600,123,1636,0.07518337408312958
2000,25,251610,69,946,0.07293868921775898
2004,25,251610,111,975,0.11384615384615385
2008,25,251610,110,981,0.11213047910295616
2012,25,251610,241,915,0.2633879781420765
2000,25,251615,46,226,0.20353982300884957
2004,25,251615,50,233,0.2145922746781116
2008,25,251615,40,237,0.16877637130801687
2012,25,251615,59,238,0.24789915966386555
2000,25,251620,135,4332,0.031163434903047092
2004,25,251620,96,4346,0.02208927749654855
2008,25,251620,201,4006,0.05017473789316026
2012,25,251620,134,3984,0.033634538152610444
2000,25,251630,61,999,0.06106106106106106
2004,25,251630,94,983,0.09562563580874874
2008,25,251630,95,1039,0.09143407122232916
2012,25,251630,131,841,0.15576694411414982
2000,25,251640,252,738,0.34146341463414637
2004,25,251640,0,705,0.0
2008,25,251640,229,730,0.3136986301369863
2012,25,251640,225,625,0.36
2000,25,251650,0,1100,0.0
2004,25,251650,88,1077,0.08170844939647168
2008,25,251650,112,1164,0.09621993127147767
2012,25,251650,152,919,0.16539717083786726
2000,25,251660,55,1104,0.049818840579710144
2004,25,251660,54,1079,0.05004633920296571
2008,25,251660,31,1142,0.02714535901926445
2012,25,251660,77,886,0.08690744920993228
2000,25,251670,22,1022,0.021526418786692758
2004,25,251670,52,993,0.05236656596173213
2008,25,251670,130,1169,0.11120615911035073
2012,25,251670,214,1033,0.20716360116166505
2000,25,251675,0,209,0.0
2004,25,251675,0,214,0.0
2008,25,251675,0,238,0.0
2012,25,251675,31,174,0.1781609195402299
2000,25,251680,0,713,0.0
2004,25,251680,28,734,0.03814713896457766
2008,25,251680,34,763,0.04456094364351245
2012,25,251680,64,550,0.11636363636363636
2000,25,251690,191,876,0.2180365296803653
2004,25,251690,240,862,0.27842227378190254
2008,25,251690,69,894,0.07718120805369127
2012,25,251690,83,830,0.1
2000,25,251700,0,733,0.0
2004,25,251700,0,698,0.0
2008,25,251700,111,733,0.15143246930422918
2012,25,251700,108,605,0.17851239669421487
2000,25,251710,15,135,0.1111111111111111
2004,25,251710,28,131,0.21374045801526717
2008,25,251710,50,143,0.34965034965034963
2012,25,251710,40,125,0.32
2000,25,251720,49,285,0.17192982456140352
2004,25,251720,45,285,0.15789473684210525
2008,25,251720,33,286,0.11538461538461539
2012,25,251720,134,273,0.4908424908424908
2000,25,251740,0,135,0.0
2004,25,251740,0,139,0.0
2008,25,251740,19,138,0.13768115942028986
2012,25,251740,47,142,0.33098591549295775
2000,26,260005,0,6756,0.0
2004,26,260005,0,7125,0.0
2008,26,260005,166,6049,0.027442552488014547
2012,26,260005,194,5223,0.03714340417384645
2000,26,260010,30,2606,0.011511895625479662
2004,26,260010,74,2713,0.02727607814227792
2008,26,260010,210,2548,0.08241758241758242
2012,26,260010,297,2180,0.13623853211009174
2000,26,260020,11,1420,0.007746478873239437
2004,26,260020,22,1485,0.014814814814814815
2008,26,260020,42,1485,0.028282828282828285
2012,26,260020,66,1235,0.05344129554655871
2000,26,260030,87,1698,0.05123674911660778
2004,26,260030,129,1768,0.07296380090497738
2008,26,260030,164,1758,0.09328782707622298
2012,26,260030,285,1371,0.20787746170678337
2000,26,260040,120,2844,0.04219409282700422
2004,26,260040,108,2949,0.03662258392675483
2008,26,260040,118,2885,0.040901213171577126
2012,26,260040,96,2313,0.041504539559014265
2000,26,260050,45,3588,0.01254180602006689
2004,26,260050,114,3521,0.032377165577960804
2008,26,260050,97,3617,0.026817804810616533
2012,26,260050,148,3332,0.04441776710684274
2000,26,260060,45,1006,0.04473161033797217
2004,26,260060,140,1053,0.13295346628679963
2008,26,260060,86,1066,0.08067542213883677
2012,26,260060,150,914,0.16411378555798686
2000,26,260070,65,3058,0.021255722694571617
2004,26,260070,211,3050,0.06918032786885246
2008,26,260070,488,2698,0.1808747220163084
2012,26,260070,473,2320,0.2038793103448276
2000,26,260080,24,1707,0.014059753954305799
2004,26,260080,137,1675,0.0817910447761194
2008,26,260080,158,1599,0.09881175734834272
2012,26,260080,202,1144,0.17657342657342656
2000,26,260090,245,1933,0.12674599068804968
2004,26,260090,113,1982,0.05701311806256307
2008,26,260090,122,1767,0.0690435766836446
2012,26,260090,198,1484,0.1334231805929919
2000,26,260100,55,795,0.06918238993710692
2004,26,260100,74,807,0.09169764560099132
2008,26,260100,0,818,0.0
2012,26,260100,98,645,0.15193798449612403
2000,26,260105,5,1380,0.0036231884057971015
2004,26,260105,6,1521,0.0039447731755424065
2008,26,260105,50,1425,0.03508771929824561
2012,26,260105,155,1296,0.11959876543209877
2000,26,260110,10,7340,0.0013623978201634877
2004,26,260110,10,7773,0.0012865045670912131
2008,26,260110,176,7295,0.024126113776559287
2012,26,260110,461,6081,0.07580989968755139
2000,26,260120,217,5027,0.043166898746767456
2004,26,260120,444,5220,0.08505747126436781
2008,26,260120,451,4814,0.09368508516825924
2012,26,260120,488,4578,0.10659676714722587
2000,26,260130,0,1091,0.0
2004,26,260130,68,1108,0.061371841155234655
2008,26,260130,17,1191,0.014273719563392108
2012,26,260130,96,877,0.10946408209806158
2000,26,260140,78,3372,0.023131672597864767
2004,26,260140,109,3322,0.03281155930162553
2008,26,260140,296,3303,0.08961550105964275
2012,26,260140,381,2834,0.13443895553987298
2000,26,260150,0,949,0.0
2004,26,260150,0,892,0.0
2008,26,260150,0,798,0.0
2012,26,260150,0,737,0.0
2000,26,260160,163,2050,0.07951219512195122
2004,26,260160,240,1935,0.12403100775193798
2008,26,260160,415,1867,0.22228173540439208
2012,26,260160,380,1550,0.24516129032258063
2000,26,260170,125,5794,0.021574042112530202
2004,26,260170,227,6070,0.03739703459637562
2008,26,260170,440,5484,0.08023340627279359
2012,26,260170,535,4402,0.12153566560654248
2000,26,260180,183,959,0.1908237747653806
2004,26,260180,130,963,0.13499480789200416
2008,26,260180,142,975,0.14564102564102563
2012,26,260180,154,829,0.18576598311218334
2000,26,260190,216,4150,0.052048192771084335
2004,26,260190,354,4303,0.08226818498721822
2008,26,260190,518,3726,0.13902308105206657
2012,26,260190,650,3088,0.2104922279792746
2000,26,260200,670,3193,0.2098340119010335
2004,26,260200,280,3324,0.0842358604091456
2008,26,260200,432,3253,0.13280049185367354
2012,26,260200,537,2757,0.19477693144722524
2000,26,260210,19,4056,0.004684418145956607
2004,26,260210,159,4091,0.03886580298215595
2008,26,260210,207,3944,0.052484787018255576
2012,26,260210,304,3264,0.09313725490196079
2000,26,260220,57,3165,0.01800947867298578
2004,26,260220,128,3173,0.04034037188780334
2008,26,260220,95,3164,0.03002528445006321
2012,26,260220,152,2056,0.07392996108949416
2000,26,260230,17,3391,0.005013270421704512
2004,26,260230,105,3492,0.03006872852233677
2008,26,260230,158,3358,0.04705181655747469
2012,26,260230,203,2474,0.082053354890865
2000,26,260240,208,884,0.23529411764705882
2004,26,260240,281,892,0.3150224215246637
2008,26,260240,152,882,0.17233560090702948
2012,26,260240,61,614,0.0993485342019544
2000,26,260250,0,569,0.0
2004,26,260250,0,565,0.0
2008,26,260250,52,536,0.09701492537313433
2012,26,260250,65,460,0.14130434782608695
2000,26,260260,57,3666,0.015548281505728314
2004,26,260260,50,3935,0.012706480304955527
2008,26,260260,352,3659,0.09620114785460508
2012,26,260260,702,3309,0.21214868540344514
2000,26,260270,7,935,0.0074866310160427805
2004,26,260270,7,922,0.007592190889370932
2008,26,260270,93,998,0.09318637274549098
2012,26,260270,218,805,0.2708074534161491
2000,26,260280,132,4625,0.02854054054054054
2004,26,260280,88,4881,0.018029092399098546
2008,26,260280,159,5127,0.0310122878876536
2012,26,260280,136,4196,0.032411820781696854
2000,26,260290,91,12479,0.007292250981649171
2004,26,260290,350,13338,0.026240815714499925
2008,26,260290,1662,11902,0.1396403965720047
2012,26,260290,1012,11366,0.08903748020411754
2000,26,260300,146,2566,0.05689789555728761
2004,26,260300,267,2674,0.09985041136873597
2008,26,260300,443,2543,0.17420369642154934
2012,26,260300,352,2361,0.1490893689114782
2000,26,260310,11,1308,0.008409785932721712
2004,26,260310,5,1345,0.0037174721189591076
2008,26,260310,16,1248,0.01282051282051282
2012,26,260310,61,1097,0.05560619872379216
2000,26,260320,208,2310,0.09004329004329005
2004,26,260320,0,2447,0.0
2008,26,260320,0,2425,0.0
2012,26,260320,27,1989,0.013574660633484163
2000,26,260330,0,1055,0.0
2004,26,260330,0,1139,0.0
2008,26,260330,46,963,0.04776739356178609
2012,26,260330,88,820,0.1073170731707317
2000,26,260340,0,564,0.0
2004,26,260340,0,571,0.0
2008,26,260340,11,622,0.017684887459807074
2012,26,260340,23,347,0.06628242074927954
2000,26,260345,265,9485,0.0279388508170796
2004,26,260345,743,10360,0.07171814671814672
2008,26,260345,1753,8628,0.2031757070004636
2012,26,260345,773,7829,0.09873547068591136
2000,26,260350,0,1252,0.0
2004,26,260350,133,1295,0.10270270270270271
2008,26,260350,163,1231,0.132412672623883
2012,26,260350,174,972,0.17901234567901234
2000,26,260360,21,644,0.03260869565217391
2004,26,260360,84,656,0.12804878048780488
2008,26,260360,32,629,0.05087440381558029
2012,26,260360,83,502,0.16533864541832669
2000,26,260370,7,2105,0.00332541567695962
2004,26,260370,0,2117,0.0
2008,26,260370,20,1926,0.010384215991692628
2012,26,260370,0,1574,0.0
2000,26,260380,0,1772,0.0
2004,26,260380,84,1772,0.04740406320541761
2008,26,260380,58,1733,0.03346797461050202
2012,26,260380,136,1361,0.09992652461425422
2000,26,260390,0,1359,0.0
2004,26,260390,45,1335,0.033707865168539325
2008,26,260390,79,1404,0.05626780626780627
2012,26,260390,213,1208,0.1763245033112583
2000,26,260392,128,1139,0.11237928007023705
2004,26,260392,105,1104,0.09510869565217392
2008,26,260392,436,1293,0.337200309358082
2012,26,260392,262,1084,0.24169741697416974
2000,26,260400,204,4908,0.04156479217603912
2004,26,260400,363,5183,0.07003665830600038
2008,26,260400,296,4386,0.0674874601003192
2012,26,260400,874,4425,0.19751412429378531
2000,26,260410,1430,19556,0.07312333810595213
2004,26,260410,1732,20803,0.08325722251598328
2008,26,260410,1846,19343,0.09543504110013959
2012,26,260410,2110,19900,0.10603015075376884
2000,26,260415,0,1123,0.0
2004,26,260415,0,1150,0.0
2008,26,260415,9,1183,0.0076077768385460695
2012,26,260415,215,874,0.2459954233409611
2000,26,260420,88,2811,0.031305585200996085
2004,26,260420,84,2802,0.029978586723768737
2008,26,260420,150,2871,0.0522466039707419
2012,26,260420,269,2738,0.09824689554419284
2000,26,260430,0,909,0.0
2004,26,260430,0,930,0.0
2008,26,260430,10,940,0.010638297872340425
2012,26,260430,20,752,0.026595744680851064
2000,26,260440,107,1011,0.10583580613254204
2004,26,260440,31,1019,0.03042198233562316
2008,26,260440,56,1006,0.055666003976143144
2012,26,260440,130,779,0.1668806161745828
2000,26,260450,80,1571,0.050922978994271166
2004,26,260450,87,1672,0.05203349282296651
2008,26,260450,72,1376,0.05232558139534884
2012,26,260450,106,1243,0.08527755430410297
2000,26,260460,35,1991,0.01757910597689603
2004,26,260460,68,2116,0.03213610586011342
2008,26,260460,96,1891,0.05076679005817028
2012,26,260460,195,1619,0.12044471896232242
2000,26,260470,123,1470,0.0836734693877551
2004,26,260470,90,1499,0.06004002668445631
2008,26,260470,94,1420,0.06619718309859154
2012,26,260470,164,1159,0.14150129421915444
2000,26,260480,0,1160,0.0
2004,26,260480,120,1168,0.10273972602739725
2008,26,260480,142,1014,0.14003944773175542
2012,26,260480,122,791,0.15423514538558786
2000,26,260490,40,1978,0.020222446916076844
2004,26,260490,46,2255,0.020399113082039913
2008,26,260490,163,980,0.1663265306122449
2012,26,260490,172,993,0.1732124874118832
2000,26,260500,86,1968,0.04369918699186992
2004,26,260500,158,1981,0.07975769813225643
2008,26,260500,121,1787,0.06771124790151091
2012,26,260500,131,1316,0.09954407294832827
2000,26,260510,88,2185,0.040274599542334096
2004,26,260510,0,2218,0.0
2008,26,260510,413,2253,0.18331114070128718
2012,26,260510,300,2215,0.13544018058690746
2000,26,260515,0,1286,0.0
2004,26,260515,71,1338,0.053064275037369206
2008,26,260515,121,1366,0.08857979502196194
2012,26,260515,156,1247,0.12510024057738572
2000,26,260520,22,4808,0.004575707154742097
2004,26,260520,286,4860,0.0588477366255144
2008,26,260520,89,4725,0.018835978835978835
2012,26,260520,607,3999,0.1517879469867467
2000,26,260530,732,3095,0.23651050080775443
2004,26,260530,478,3113,0.1535496305814327
2008,26,260530,491,2750,0.17854545454545453
2012,26,260530,247,2339,0.10560068405301411
2000,26,260540,40,1528,0.02617801047120419
2004,26,260540,73,1540,0.047402597402597405
2008,26,260540,186,1461,0.1273100616016427
2012,26,260540,127,1254,0.10127591706539076
2000,26,260545,0,138,0.0
2004,26,260545,61,148,0.41216216216216217
2008,26,260545,88,154,0.5714285714285714
2012,26,260545,136,168,0.8095238095238095
2000,26,260550,20,852,0.023474178403755867
2004,26,260550,79,845,0.09349112426035502
2008,26,260550,91,813,0.11193111931119311
2012,26,260550,153,684,0.2236842105263158
2000,26,260560,32,1578,0.020278833967046894
2004,26,260560,144,1548,0.09302325581395349
2008,26,260560,418,1621,0.2578655151141271
2012,26,260560,199,1314,0.15144596651445966
2000,26,260570,810,2317,0.3495899870522227
2004,26,260570,738,2453,0.30085609457806767
2008,26,260570,594,2449,0.2425479787668436
2012,26,260570,661,2353,0.28091797705057375
2000,26,260580,0,792,0.0
2004,26,260580,0,764,0.0
2008,26,260580,114,859,0.13271245634458673
2012,26,260580,230,801,0.28714107365792757
2000,26,260590,15,2236,0.006708407871198569
2004,26,260590,134,2400,0.05583333333333333
2008,26,260590,388,2384,0.16275167785234898
2012,26,260590,266,1735,0.15331412103746397
2000,26,260600,354,9680,0.036570247933884296
2004,26,260600,495,10160,0.04872047244094488
2008,26,260600,665,9447,0.07039271726474013
2012,26,260600,1097,8751,0.1253571020454805
2000,26,260610,24,2343,0.010243277848911651
2004,26,260610,119,2368,0.05025337837837838
2008,26,260610,164,2275,0.07208791208791208
2012,26,260610,185,1789,0.1034097261039687
2000,26,260620,33,5501,0.005998909289220142
2004,26,260620,86,5721,0.015032337004020277
2008,26,260620,451,4971,0.09072621202977268
2012,26,260620,929,4730,0.19640591966173362
2000,26,260630,128,563,0.22735346358792186
2004,26,260630,117,569,0.2056239015817223
2008,26,260630,172,600,0.2866666666666667
2012,26,260630,210,454,0.46255506607929514
2000,26,260640,11,5150,0.0021359223300970874
2004,26,260640,381,5329,0.0714955901670107
2008,26,260640,246,5027,0.04893574696638154
2012,26,260640,590,4399,0.13412139122527847
2000,26,260650,3,1760,0.0017045454545454545
2004,26,260650,128,1724,0.07424593967517401
2008,26,260650,205,1734,0.1182237600922722
2012,26,260650,294,1398,0.21030042918454936
2000,26,260660,0,2215,0.0
2004,26,260660,0,2076,0.0
2008,26,260660,125,2498,0.0500400320256205
2012,26,260660,62,2027,0.030587074494326592
2000,26,260670,66,603,0.10945273631840796
2004,26,260670,86,599,0.14357262103505844
2008,26,260670,52,596,0.087248322147651
2012,26,260670,98,459,0.21350762527233116
2000,26,260680,118,6630,0.01779788838612368
2004,26,260680,204,7080,0.0288135593220339
2008,26,260680,396,6740,0.05875370919881306
2012,26,260680,393,6261,0.06276952563488261
2000,26,260690,0,826,0.0
2004,26,260690,0,834,0.0
2008,26,260690,0,888,0.0
2012,26,260690,73,784,0.09311224489795919
2000,26,260700,37,1388,0.026657060518731988
2004,26,260700,266,1483,0.17936614969656103
2008,26,260700,22,1472,0.014945652173913044
2012,26,260700,8,1793,0.004461795872838818
2000,26,260710,0,369,0.0
2004,26,260710,0,373,0.0
2008,26,260710,43,353,0.12181303116147309
2012,26,260710,85,244,0.3483606557377049
2000,26,260720,42,5367,0.007825600894354388
2004,26,260720,317,5875,0.05395744680851064
2008,26,260720,380,5990,0.06343906510851419
2012,26,260720,460,6110,0.07528641571194762
2000,26,260730,0,2479,0.0
2004,26,260730,0,2558,0.0
2008,26,260730,252,2645,0.09527410207939509
2012,26,260730,264,2388,0.11055276381909548
2000,26,260740,112,333,0.33633633633633636
2004,26,260740,154,349,0.44126074498567336
2008,26,260740,284,377,0.753315649867374
2012,26,260740,140,352,0.3977272727272727
2000,26,260750,0,2633,0.0
2004,26,260750,0,2619,0.0
2008,26,260750,0,2555,0.0
2012,26,260750,246,1879,0.1309207025013305
2000,26,260760,0,1174,0.0
2004,26,260760,30,1301,0.023059185242121444
2008,26,260760,12,1195,0.0100418410041841
2012,26,260760,89,1253,0.0710295291300878
2000,26,260765,0,3234,0.0
2004,26,260765,109,3262,0.03341508277130595
